      1 EGFP:362-381_EGFP_-
      1 LacZ:199-218_LacZ_+
      1 chr10:104592777-104592796_CYP17A1_+
      1 chr10:105166362-105166381_PDCD11_+
      1 chr10:105215038-105215057_CALHM1_+
      1 chr10:1094823-1094842_IDI1_+
      1 chr10:111967731-111967750_MXI1_+
      1 chr10:112660102-112660121_BBIP1_+
      1 chr10:114043509-114043528_TECTB_-
      1 chr10:114200301-114200320_ZDHHC6_+
      1 chr10:114204949-114204968_ZDHHC6_+
      1 chr10:11531120-11531139_USP6NL_+
      1 chr10:115338407-115338426_HABP2_+
      1 chr10:115614690-115614709_NHLRC2_-
      1 chr10:115910871-115910890_C10orf118_-
      1 chr10:115922804-115922823_C10orf118_-
      1 chr10:124753713-124753732_IKZF5_+
      1 chr10:13330430-13330449_PHYH_-
      1 chr10:13900879-13900898_FRMD4A_+
      1 chr10:14867508-14867527_CDNF_-
      1 chr10:14977468-14977487_DCLRE1C_-
      1 chr10:15138642-15138661_C10orf111_-
      1 chr10:3143583-3143602_PFKP_+
      1 chr10:44139635-44139654_ZNF32_-
      1 chr10:45799658-45799677_OR13A1_+
      1 chr10:47894009-47894028_FAM21B_+
      1 chr10:50594783-50594802_DRGX_+
      1 chr10:51582926-51582945_NCOA4_-
      1 chr10:5951133-5951152_FBXO18_-
      1 chr10:60145405-60145424_TFAM_-
      1 chr10:61424002-61424021_SLC16A9_-
      1 chr10:70723051-70723070_DDX21_-
      1 chr10:72539342-72539361_TBATA_+
      1 chr10:7326090-7326109_SFMBT2_+
      1 chr10:75011668-75011687_MRPS16_-
      1 chr10:75548880-75548899_ZSWIM8_+
      1 chr10:7822073-7822092_KIN_+
      1 chr10:81192403-81192422_ZCCHC24_-
      1 chr10:85984358-85984377_LRIT2_+
      1 chr10:85994098-85994117_LRIT1_+
      1 chr10:88705333-88705352_MMRN2_+
      1 chr10:89717655-89717674_PTEN_+
      1 chr10:93863-93882_TUBB8_-
      1 chr10:98715577-98715596_LCOR_+
      1 chr10:99052375-99052394_ARHGAP19_-
      1 chr10:99437707-99437726_AVPI1_+
      1 chr11:101359698-101359717_TRPC6_+
      1 chr11:106680895-106680914_GUCY1A2_+
      1 chr11:110327660-110327679_FDX1_-
      1 chr11:112019391-112019410_IL18_+
      1 chr11:115109231-115109250_CADM1_+
      1 chr11:118827080-118827099_UPK2_-
      1 chr11:118868932-118868951_CCDC84_-
      1 chr11:123524463-123524482_SCN3B_+
      1 chr11:125472298-125472317_STT3A_+
      1 chr11:125647366-125647385_PATE2_-
      1 chr11:126139105-126139124_FOXRED1_+
      1 chr11:126141439-126141458_FOXRED1_+
      1 chr11:129762615-129762634_NFRKB_-
      1 chr11:14991594-14991613_CALCA_+
      1 chr11:17554785-17554804_USH1C_+
      1 chr11:18110904-18110923_SAAL1_+
      1 chr11:18253184-18253203_SAA4_+
      1 chr11:1902687-1902706_LSP1_+
      1 chr11:193805-193824_SCGB1C1_-
      1 chr11:26538422-26538441_ANO3_-
      1 chr11:27406918-27406937_LGR4_-
      1 chr11:28058082-28058101_KIF18A_+
      1 chr11:2991097-2991116_NAP1L4_-
      1 chr11:299304-299323_IFITM5_-
      1 chr11:33123824-33123843_CSTF3_+
      1 chr11:33572638-33572657_KIAA1549L_-
      1 chr11:3849149-3849168_RHOG_+
      1 chr11:43357488-43357507_API5_+
      1 chr11:43940614-43940633_ALKBH3_+
      1 chr11:4411267-4411286_TRIM21_-
      1 chr11:46724252-46724271_ZNF408_+
      1 chr11:4703041-4703060_OR51E2_-
      1 chr11:5020241-5020260_OR51L1_+
      1 chr11:5510511-5510530_OR52D1_-
      1 chr11:55563133-55563152_OR5D14_+
      1 chr11:55927216-55927235_OR8K5_+
      1 chr11:5632184-5632203_TRIM6_+
      1 chr11:5757864-5757883_OR56B1_-
      1 chr11:59992450-59992469_MS4A4E_-
      1 chr11:60152655-60152674_MS4A7_-
      1 chr11:60184137-60184156_MS4A14_+
      1 chr11:60264855-60264874_MS4A12_-
      1 chr11:6048115-6048134_OR56A1_-
      1 chr11:60775334-60775353_CD6_+
      1 chr11:63668033-63668052_MARK2_+
      1 chr11:63713403-63713422_NAA40_-
      1 chr11:6478671-6478690_TRIM3_-
      1 chr11:65812778-65812797_GAL3ST3_-
      1 chr11:66114278-66114297_B3GNT1_+
      1 chr11:66204620-66204639_MRPL11_+
      1 chr11:6632221-6632240_TAF10_-
      1 chr11:66436568-66436587_RBM4B_-
      1 chr11:67433662-67433681_ALDH3B2_-
      1 chr11:70256021-70256040_CTTN_-
      1 chr11:70319125-70319144_SHANK2_-
      1 chr11:71276995-71277014_KRTAP5-10_-
      1 chr11:72553805-72553824_FCHSD2_+
      1 chr11:73536782-73536801_MRPL48_+
      1 chr11:74109102-74109121_PGM2L1_+
      1 chr11:76868417-76868436_MYO7A_+
      1 chr11:86098641-86098660_CCDC81_+
      1 chr11:88070714-88070733_CTSC_-
      1 chr11:88911749-88911768_TYR_-
      1 chr11:94231565-94231584_ANKRD49_+
      1 chr11:94759965-94759984_KDM4E_+
      1 chr12:10168278-10168297_CLEC12B_-
      2 chr12:10271089-10271108_CLEC7A_+
      1 chr12:103249091-103249110_PAH_-
      1 chr12:109017524-109017543_SELPLG_-
      1 chr12:110906727-110906746_FAM216A_-
      1 chr12:111160377-111160396_PPP1CC_-
      1 chr12:112130624-112130643_ACAD10_+
      1 chr12:126003984-126004003_TMEM132B_-
      1 chr12:12788717-12788736_CREBL2_+
      1 chr12:133587601-133587620_ZNF26_-
      1 chr12:133682390-133682409_ZNF140_-
      1 chr12:133698261-133698280_ZNF891_-
      1 chr12:19422702-19422721_PLEKHA5_+
      1 chr12:27888462-27888481_MRPS35_-
      1 chr12:32791661-32791680_FGD4_-
      1 chr12:39299312-39299331_CPNE8_-
      1 chr12:44136316-44136335_PUS7L_-
      1 chr12:51739578-51739597_CELA1_-
      1 chr12:53818619-53818638_AMHR2_+
      1 chr12:54757578-54757597_GPR84_+
      2 chr12:54854197-54854216_GTSF1_+
      1 chr12:55759637-55759656_OR6C75_-
      1 chr12:56618643-56618662_NABP2_+
      1 chr12:56676206-56676225_CS_-
      1 chr12:56704823-56704842_CNPY2_-
      1 chr12:57011240-57011259_BAZ2A_+
      1 chr12:58022865-58022884_B4GALNT1_-
      1 chr12:58240194-58240213_CTDSP2_-
      1 chr12:6031924-6031943_ANO2_-
      2 chr12:6421426-6421445_PLEKHG6_-
      1 chr12:72300841-72300860_TBC1D15_+
      2 chr12:76881312-76881331_OSBPL8_-
      1 chr12:7842852-7842871_GDF3_+
      2 chr12:91497973-91497992_LUM_+
      1 chr12:93157837-93157856_PLEKHG7_-
      1 chr12:93966714-93966733_SOCS2_+
      1 chr12:98987905-98987924_SLC25A3_-
      1 chr13:113960887-113960906_LAMP1_-
      1 chr13:114325827-114325846_GRK1_+
      1 chr13:26792650-26792669_RNF6_-
      1 chr13:29278117-29278136_SLC46A3_+
      1 chr13:31897911-31897930_B3GALTL_-
      1 chr13:33859725-33859744_STARD13_+
      1 chr13:41768295-41768314_KBTBD7_+
      1 chr13:41936163-41936182_NAA16_+
      1 chr13:74387392-74387411_KLF12_+
      1 chr13:98009745-98009764_MBNL2_-
      1 chr14:101193425-101193444_DLK1_-
      1 chr14:101348205-101348224_RTL1_+
      1 chr14:102698058-102698077_MOK_-
      1 chr14:20979099-20979118_RNASE10_+
      1 chr14:21841548-21841567_SUPT16H_+
      1 chr14:23249137-23249156_SLC7A7_-
      1 chr14:23311766-23311785_MMP14_+
      1 chr14:23586743-23586762_CEBPE_+
      1 chr14:23790987-23791006_PABPN1_+
      1 chr14:24841688-24841707_NFATC4_+
      1 chr14:38679169-38679188_SSTR1_-
      1 chr14:50065738-50065757_LRR1_+
      1 chr14:50120875-50120894_POLE2_-
      1 chr14:52171524-52171543_FRMD6_+
      1 chr14:61509887-61509906_SLC38A6_-
      1 chr14:68301866-68301885_RAD51B_+
      2 chr14:70246021-70246040_SLC10A1_+
      1 chr14:74179352-74179371_PNMA1_-
      1 chr14:74876201-74876220_SYNDIG1L_-
      1 chr14:76107323-76107342_FLVCR2_-
      1 chr14:76429803-76429822_TGFB3_-
      1 chr14:77928564-77928583_AHSA1_+
      1 chr14:78174523-78174542_SLIRP_+
