      1 EGFP:498-517_EGFP_+
      1 chr10:101370798-101370817_SLC25A28_+
      2 chr10:101489322-101489341_COX15_-
      1 chr10:102796297-102796316_SFXN3_+
      1 chr10:104174690-104174709_PSD_+
      1 chr10:104229811-104229830_TMEM180_+
      1 chr10:105152177-105152196_USMG5_-
      1 chr10:111879256-111879275_ADD3_+
      1 chr10:115480815-115480834_CASP7_+
      1 chr10:116100377-116100396_AFAP1L2_+
      2 chr10:120095094-120095113_FAM204A_-
      1 chr10:12046666-12046685_UPF2_-
      1 chr10:120928793-120928812_PRDX3_-
      1 chr10:12219822-12219841_NUDT5_-
      1 chr10:124746993-124747012_PSTK_+
      1 chr10:131959240-131959259_GLRX3_+
      1 chr10:133795290-133795309_BNIP3_-
      1 chr10:134219690-134219709_PWWP2B_+
      1 chr10:135053213-135053232_VENTX_-
      1 chr10:135087249-135087268_ADAM8_+
      1 chr10:14880405-14880424_HSPA14_+
      1 chr10:25160960-25160979_PRTFDC1_+
      1 chr10:27052823-27052842_ABI1_+
      1 chr10:27412587-27412606_YME1L1_+
      1 chr10:292845-292864_ZMYND11_+
      2 chr10:30740661-30740680_MAP3K8_-
      1 chr10:3212361-3212380_PITRM1_-
      1 chr10:50827908-50827927_CHAT_-
      1 chr10:5141046-5141065_AKR1C3_+
      1 chr10:70097641-70097660_HNRNPH3_+
      1 chr10:71000398-71000417_HKDC1_+
      1 chr10:72179704-72179723_EIF4EBP2_+
      1 chr10:74883989-74884008_NUDT13_+
      2 chr10:75011727-75011746_MRPS16_-
      1 chr10:75885937-75885956_AP3M1_-
      1 chr10:82348433-82348452_SH2D4B_-
      1 chr10:86185609-86185628_CCSER2_+
      1 chr10:90354472-90354491_LIPJ_+
      1 chr10:91066355-91066374_IFIT2_-
      1 chr10:95287864-95287883_CEP55_-
      2 chr10:96954265-96954284_C10orf129_-
      1 chr10:97170449-97170468_SORBS1_+
      1 chr10:99213321-99213340_ZDHHC16_-
      1 chr11:102573589-102573608_MMP27_+
      1 chr11:102585390-102585409_MMP8_-
      1 chr11:104817812-104817831_CASP4_-
      1 chr11:105481783-105481802_GRIA4_-
      1 chr11:110128625-110128644_RDX_-
      1 chr11:111177262-111177281_COLCA2_-
      1 chr11:111385569-111385588_C11orf88_-
      1 chr11:113698039-113698058_USP28_+
      1 chr11:114393759-114393778_NXPE1_-
      1 chr11:117857227-117857246_IL10RA_-
      1 chr11:120096438-120096457_OAF_-
      1 chr11:123887072-123887091_OR10G4_-
      1 chr11:123900575-123900594_OR10G8_+
      1 chr11:124310412-124310431_OR8B8_+
      1 chr11:1263477-1263496_MUC5B_+
      1 chr11:130284573-130284592_ADAMTS8_+
      1 chr11:130583192-130583211_C11orf44_-
      1 chr11:18118321-18118340_SAAL1_+
      1 chr11:18427109-18427128_LDHA_-
      1 chr11:18600334-18600353_UEVLD_-
      1 chr11:19256469-19256488_E2F8_+
      1 chr11:2320719-2320738_C11orf21_+
      1 chr11:27016430-27016449_FIBIN_-
      1 chr11:27384613-27384632_CCDC34_-
      1 chr11:2950295-2950314_PHLDA2_+
      1 chr11:30032411-30032430_KCNA4_-
      1 chr11:31816167-31816186_PAX6_+
      1 chr11:33123824-33123843_CSTF3_+
      1 chr11:36484024-36484043_PRR5L_+
      1 chr11:4389256-4389275_OR52B4_+
      1 chr11:4566741-4566760_OR52M1_-
      1 chr11:47281331-47281350_NR1H3_+
      1 chr11:4790503-4790522_OR51F1_+
      1 chr11:5411353-5411372_OR51M1_-
      1 chr11:55904502-55904521_OR8J3_+
      1 chr11:56431880-56431899_OR5AR1_-
